,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
7835,4000,HOUSE,HOUSE,600000,13,430,1,1,0,1,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
7836,2960,HOUSE,VILLA,1350000,18,770,0,0,1,1,None,1,None,21150.0,4,0,any_information,Anvers,Region Flamande
7837,9032,HOUSE,HOUSE,219000,2,101,1,0,0,0,None,0,None,89.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7838,4040,HOUSE,HOUSE,110000,3,184,1,0,0,1,None,1,None,362.0,3,0,GOOD,Liege,Region Wallonne
7839,1340,APARTMENT,GROUND_FLOOR,285000,1,78,1,0,0,1,24.0,1,139.0,0.0,0,0,AS_NEW,Brabant_Wallon,Region Wallonne
7840,1030,HOUSE,HOUSE,560000,3,180,1,0,0,0,None,1,60.0,150.0,3,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
7841,9700,HOUSE,HOUSE,319377,3,120,1,0,0,0,None,1,None,336.0,3,0,any_information,Flandre-Orientale,Region Flamande
7842,3010,APARTMENT,PENTHOUSE,310000,2,78,1,0,0,1,21.0,0,None,0.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
7843,3001,HOUSE,HOUSE,295000,3,120,1,0,0,0,None,1,None,130.0,0,0,TO_RENOVATE,Brabant_Flamand,Region Flamande
7845,1000,APARTMENT,LOFT,600000,2,160,1,0,0,1,25.0,0,None,0.0,3,0,AS_NEW,,Region Wallonne
7846,3960,APARTMENT,APARTMENT,185000,1,82,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Limbourg,Region Flamande
7847,8434,APARTMENT,APARTMENT,159000,1,50,1,1,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7848,1160,APARTMENT,FLAT_STUDIO,230000,0,43,1,1,0,1,9.0,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7849,5002,APARTMENT,APARTMENT,239000,3,111,1,0,0,0,None,0,None,0.0,2,0,any_information,Namur,Region Wallonne
7851,9220,APARTMENT,APARTMENT,209000,2,81,1,0,0,1,9.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7852,8300,APARTMENT,APARTMENT,1150000,3,200,1,0,0,1,10.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7853,2230,HOUSE,HOUSE,275000,5,317,1,0,0,0,None,0,None,1003.0,4,0,any_information,Anvers,Region Flamande
7855,4032,HOUSE,BUNGALOW,178000,2,70,1,0,0,1,35.0,1,115.0,236.0,4,0,JUST_RENOVATED,Liege,Region Wallonne
7856,1200,APARTMENT,APARTMENT,290000,2,90,1,0,0,1,16.0,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
7857,3000,APARTMENT,APARTMENT,585000,3,145,1,0,1,1,21.0,0,None,0.0,0,0,any_information,,Region Wallonne
7858,1040,APARTMENT,APARTMENT,295000,2,95,1,0,0,1,6.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7860,5060,HOUSE,HOUSE,159000,3,176,0,0,0,1,None,1,None,432.0,2,0,any_information,Namur,Region Wallonne
7861,1420,APARTMENT,APARTMENT,487425,3,197,1,0,0,1,28.0,0,None,0.0,0,0,AS_NEW,Brabant_Wallon,Region Wallonne
7862,8710,HOUSE,VILLA,430000,3,250,1,0,0,1,None,0,None,800.0,4,0,GOOD,Flandre-Occidentale,Region Flamande
7863,1080,HOUSE,HOUSE,280000,4,171,0,0,0,0,None,0,None,100.0,0,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
7864,9100,HOUSE,HOUSE,361000,3,142,0,0,0,0,None,0,None,340.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
7865,6060,HOUSE,HOUSE,259000,3,135,1,0,0,1,20.0,1,400.0,500.0,4,0,GOOD,Hainaut,Region Wallonne
7866,6747,HOUSE,HOUSE,250000,3,130,0,0,0,0,None,0,None,285.0,4,0,any_information,Luxembourg,Region Wallonne
7867,1000,APARTMENT,APARTMENT,599000,1,81,1,0,0,0,None,0,None,0.0,2,0,any_information,,Region Wallonne
7868,4860,HOUSE,HOUSE,149000,3,84,1,0,0,1,19.0,0,None,0.0,2,0,AS_NEW,Liege,Region Wallonne
7869,1180,APARTMENT,APARTMENT,680000,3,182,1,0,0,1,20.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7870,6200,HOUSE,HOUSE,69000,2,86,0,0,0,0,None,1,120.0,188.0,2,0,TO_RENOVATE,Hainaut,Region Wallonne
7872,1050,APARTMENT,APARTMENT,690000,2,160,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
7873,8400,APARTMENT,APARTMENT,280000,3,132,0,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7877,9255,APARTMENT,APARTMENT,269000,2,96,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
7878,1932,APARTMENT,APARTMENT,269000,1,55,1,0,0,1,15.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
7879,8531,APARTMENT,GROUND_FLOOR,188000,2,95,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7880,7020,HOUSE,HOUSE,120000,2,87,0,0,0,0,None,1,180.0,270.0,2,0,GOOD,Hainaut,Region Wallonne
7881,1300,HOUSE,HOUSE,545000,3,220,1,0,0,1,34.0,1,260.0,341.0,2,0,JUST_RENOVATED,,Region Wallonne
7882,8300,APARTMENT,APARTMENT,375000,2,65,1,1,0,1,None,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7883,1640,HOUSE,HOUSE,2690000,5,600,1,0,1,1,None,0,None,1900.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
7884,1210,HOUSE,APARTMENT_BLOCK,1300000,9,804,1,0,0,1,21.0,0,None,348.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7885,1090,APARTMENT,APARTMENT,245000,1,71,1,0,0,1,8.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7886,2100,APARTMENT,PENTHOUSE,595000,4,185,1,0,1,1,180.0,1,180.0,0.0,2,0,AS_NEW,Anvers,Region Flamande
7887,1000,HOUSE,APARTMENT_BLOCK,3800000,0,1425,1,0,0,1,None,0,None,0.0,2,0,TO_BE_DONE_UP,,Region Wallonne
7889,9032,HOUSE,HOUSE,349900,3,122,1,0,0,0,None,0,None,297.0,0,0,GOOD,Flandre-Orientale,Region Flamande
7890,1000,APARTMENT,APARTMENT,351000,2,100,1,0,0,1,14.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7892,8520,HOUSE,HOUSE,282500,3,175,0,0,0,0,None,0,None,195.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
7894,4540,HOUSE,HOUSE,250000,3,175,1,0,0,1,10.0,1,225.0,420.0,3,0,any_information,Liege,Region Wallonne
7895,4100,HOUSE,APARTMENT_BLOCK,185000,3,150,1,0,0,0,None,0,None,0.0,0,0,JUST_RENOVATED,Liege,Region Wallonne
7896,8900,HOUSE,HOUSE,285000,3,145,0,0,0,0,None,1,None,219.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7897,1050,APARTMENT,APARTMENT,659000,3,115,1,0,0,1,10.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7898,1500,APARTMENT,APARTMENT,280443,2,103,0,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
7899,8430,APARTMENT,APARTMENT,176000,0,56,1,0,0,0,None,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
7900,9620,APARTMENT,APARTMENT,131000,1,55,1,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7901,1090,APARTMENT,APARTMENT,119000,1,54,1,0,0,1,3.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
7902,1180,APARTMENT,APARTMENT,410000,2,96,1,0,0,1,18.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
7903,4100,HOUSE,APARTMENT_BLOCK,299000,7,280,0,0,0,1,165.0,0,None,445.0,3,0,GOOD,Liege,Region Wallonne
7904,4500,HOUSE,HOUSE,205000,3,126,0,0,0,1,15.0,1,50.0,0.0,2,0,any_information,Liege,Region Wallonne
7905,1180,APARTMENT,APARTMENT,120000,1,36,0,0,0,1,None,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
7906,9930,APARTMENT,PENTHOUSE,235000,1,70,0,0,0,1,18.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7907,5100,APARTMENT,DUPLEX,325000,3,115,1,0,0,1,5.0,1,None,0.0,1,0,any_information,Namur,Region Wallonne
7909,7370,HOUSE,HOUSE,65000,3,189,1,0,0,1,None,0,None,265.0,3,0,TO_RENOVATE,Hainaut,Region Wallonne
7910,9600,HOUSE,HOUSE,315000,3,150,1,0,0,0,None,0,None,459.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
7911,2960,APARTMENT,APARTMENT,298000,3,132,1,0,0,0,None,0,None,0.0,3,0,GOOD,Anvers,Region Flamande
7912,2820,HOUSE,VILLA,930000,4,385,0,0,0,0,None,0,None,1521.0,0,0,any_information,Anvers,Region Flamande
7913,8300,APARTMENT,APARTMENT,1045000,2,125,0,0,0,1,21.0,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7914,6001,HOUSE,HOUSE,135000,2,139,1,0,0,0,None,1,110.0,180.0,2,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
7915,1130,APARTMENT,FLAT_STUDIO,149000,0,45,1,0,0,0,None,0,None,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
7917,4540,HOUSE,HOUSE,325000,3,144,1,0,0,1,26.0,1,696.0,723.0,4,0,AS_NEW,Liege,Region Wallonne
7918,2845,HOUSE,HOUSE,381400,3,144,1,0,0,0,None,0,None,476.0,3,0,AS_NEW,Anvers,Region Flamande
7919,8000,HOUSE,HOUSE,389000,3,126,1,0,0,1,30.0,1,25.0,88.0,2,0,JUST_RENOVATED,,Region Wallonne
7920,1670,HOUSE,HOUSE,363500,3,166,0,0,0,0,None,0,None,647.0,3,0,any_information,Brabant_Flamand,Region Flamande
7921,7181,HOUSE,HOUSE,220000,4,240,1,0,0,1,10.0,1,171.0,270.0,3,0,GOOD,Hainaut,Region Wallonne
7922,9620,APARTMENT,APARTMENT,159000,1,88,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7923,9500,HOUSE,HOUSE,199000,5,350,0,0,0,0,None,0,None,180.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7924,1150,APARTMENT,DUPLEX,365000,3,106,1,0,0,1,6.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7925,7370,HOUSE,HOUSE,230000,2,135,1,0,0,1,None,0,None,1055.0,4,0,GOOD,Hainaut,Region Wallonne
7926,1050,APARTMENT,APARTMENT,745000,3,200,1,0,0,1,2.0,0,None,0.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
7927,9040,HOUSE,HOUSE,295000,3,132,0,0,0,1,None,1,None,118.0,0,0,GOOD,Flandre-Orientale,Region Flamande
7928,2220,HOUSE,VILLA,590000,4,294,1,0,0,0,None,1,None,1300.0,4,1,GOOD,Anvers,Region Flamande
7929,7760,HOUSE,COUNTRY_COTTAGE,720000,3,300,1,0,0,1,None,0,None,2049.0,4,0,JUST_RENOVATED,Hainaut,Region Wallonne
7930,9340,HOUSE,HOUSE,349000,3,285,1,0,0,1,35.0,0,None,125.0,3,0,GOOD,Flandre-Orientale,Region Flamande
7932,2018,APARTMENT,APARTMENT,619000,3,200,1,0,1,1,40.0,0,None,0.0,2,0,JUST_RENOVATED,Anvers,Region Flamande
7933,8800,HOUSE,HOUSE,369805,3,153,0,0,0,0,None,0,None,403.0,4,0,any_information,Flandre-Occidentale,Region Flamande
7934,9100,HOUSE,HOUSE,261000,3,250,1,0,0,1,28.0,1,120.0,250.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7935,9900,HOUSE,HOUSE,325000,5,323,1,0,0,1,None,0,None,280.0,0,0,GOOD,Flandre-Orientale,Region Flamande
7937,7890,HOUSE,HOUSE,675000,8,400,1,0,0,0,None,0,None,2346.0,4,0,JUST_RENOVATED,Hainaut,Region Wallonne
7939,1080,HOUSE,APARTMENT_BLOCK,750000,6,320,1,0,0,1,5.0,0,None,80.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7940,2530,APARTMENT,GROUND_FLOOR,685000,2,165,0,0,0,1,None,1,450.0,0.0,3,0,any_information,Anvers,Region Flamande
7942,8301,APARTMENT,APARTMENT,595000,1,65,0,1,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7944,6700,HOUSE,HOUSE,280000,3,143,1,0,0,0,None,1,None,1246.0,4,0,TO_RENOVATE,Luxembourg,Region Wallonne
7946,7050,APARTMENT,PENTHOUSE,690000,3,230,1,0,1,1,175.0,0,None,0.0,4,0,GOOD,Hainaut,Region Wallonne
7947,8000,APARTMENT,PENTHOUSE,745000,2,183,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
7948,2800,APARTMENT,GROUND_FLOOR,493155,3,140,1,0,0,1,None,1,99.0,0.0,0,0,AS_NEW,Anvers,Region Flamande
7949,9120,APARTMENT,APARTMENT,311500,2,109,1,0,0,1,32.0,0,None,0.0,4,0,any_information,Flandre-Orientale,Region Flamande
7950,1332,APARTMENT,APARTMENT,650000,3,158,1,0,1,1,21.0,0,None,0.0,3,1,AS_NEW,Brabant_Wallon,Region Wallonne
7951,9220,APARTMENT,APARTMENT,209000,2,82,1,0,0,1,9.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7952,9320,HOUSE,MIXED_USE_BUILDING,275000,4,210,1,0,0,1,40.0,1,310.0,430.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7953,2560,HOUSE,HOUSE,209000,3,147,1,0,0,0,None,1,None,176.0,2,0,TO_BE_DONE_UP,Anvers,Region Flamande
7954,1150,HOUSE,VILLA,2750000,8,600,1,0,0,1,None,0,None,1700.0,4,0,AS_NEW,Bruxelles,Bruxelles-capitale
7955,9032,HOUSE,HOUSE,219000,2,97,1,0,0,1,5.0,0,None,56.0,2,0,GOOD,Flandre-Orientale,Region Flamande
7956,4458,HOUSE,HOUSE,259500,5,130,1,0,0,0,None,1,650.0,1054.0,4,0,GOOD,Liege,Region Wallonne
7957,5030,HOUSE,MIXED_USE_BUILDING,145000,1,70,1,0,0,0,None,0,None,46.0,0,0,any_information,Namur,Region Wallonne
7958,1050,APARTMENT,APARTMENT,1290000,3,290,1,0,1,1,6.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
7959,1140,APARTMENT,APARTMENT,240000,3,96,1,0,0,1,14.0,0,None,0.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
7960,1410,HOUSE,VILLA,1380000,5,323,1,0,0,1,104.0,0,None,1900.0,4,1,AS_NEW,Brabant_Wallon,Region Wallonne
7961,5000,APARTMENT,APARTMENT,260000,2,115,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
7962,8620,APARTMENT,APARTMENT,233000,1,56,0,0,0,0,None,0,None,0.0,0,0,JUST_RENOVATED,Flandre-Occidentale,Region Flamande
7963,2600,APARTMENT,APARTMENT,190000,2,79,1,0,0,1,20.0,0,None,0.0,2,0,GOOD,Anvers,Region Flamande
7964,4000,HOUSE,HOUSE,70000,4,145,1,0,0,0,None,0,None,75.0,2,0,TO_BE_DONE_UP,,Region Wallonne
7965,1160,APARTMENT,APARTMENT,380000,2,65,1,1,0,1,30.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
7967,1180,APARTMENT,APARTMENT,285000,2,95,1,0,0,1,20.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7968,3020,APARTMENT,APARTMENT,595000,5,669,1,0,0,0,None,1,380.0,0.0,3,0,GOOD,Brabant_Flamand,Region Flamande
7969,7000,HOUSE,VILLA,1495000,7,500,0,0,1,1,200.0,1,10200.0,10550.0,4,1,AS_NEW,,Region Wallonne
7971,1180,APARTMENT,APARTMENT,599000,5,230,1,0,0,1,30.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
7973,7712,HOUSE,HOUSE,215750,3,134,1,0,0,1,16.0,1,102.0,214.0,2,0,AS_NEW,Hainaut,Region Wallonne
7974,4347,HOUSE,HOUSE,170000,4,143,1,0,0,0,None,0,None,644.0,4,0,any_information,Liege,Region Wallonne
7975,4620,HOUSE,HOUSE,110000,2,136,0,0,0,0,None,0,None,180.0,2,0,TO_BE_DONE_UP,Liege,Region Wallonne
7976,8530,APARTMENT,LOFT,789000,3,250,1,0,0,1,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7977,8620,APARTMENT,FLAT_STUDIO,149000,1,33,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
7978,9200,HOUSE,HOUSE,339000,3,185,0,0,0,1,None,1,None,205.0,0,0,JUST_RENOVATED,Flandre-Orientale,Region Flamande
7979,9040,APARTMENT,APARTMENT,338000,2,105,0,0,0,1,19.0,0,None,0.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
7980,9400,APARTMENT,APARTMENT,260000,2,91,1,0,0,1,7.0,0,None,0.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
7981,9550,APARTMENT,APARTMENT,295488,2,109,1,0,0,1,21.0,0,None,0.0,2,0,any_information,Flandre-Orientale,Region Flamande
7982,8300,APARTMENT,APARTMENT,1695000,3,90,0,0,0,1,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
7983,2310,HOUSE,HOUSE,345000,3,142,1,0,0,1,None,0,None,1608.0,4,0,any_information,Anvers,Region Flamande
7984,1082,APARTMENT,APARTMENT,189000,2,71,1,0,0,1,6.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
7985,1190,APARTMENT,APARTMENT,295000,2,103,1,0,0,1,25.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
7986,8840,HOUSE,HOUSE,185000,4,198,0,0,0,0,None,0,None,378.0,3,0,GOOD,Flandre-Occidentale,Region Flamande
7987,7866,APARTMENT,APARTMENT,159500,1,60,1,0,0,1,21.0,1,331.0,0.0,4,1,AS_NEW,Hainaut,Region Wallonne
7988,1030,APARTMENT,APARTMENT,205000,2,87,1,0,0,1,4.0,0,None,0.0,3,0,any_information,Bruxelles,Bruxelles-capitale
7989,1420,HOUSE,HOUSE,350000,3,147,1,0,0,1,None,0,None,188.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
7990,1000,APARTMENT,APARTMENT,352000,2,106,1,0,0,1,11.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
7991,1150,HOUSE,EXCEPTIONAL_PROPERTY,3800000,7,600,1,0,0,1,2.0,0,None,1390.0,4,1,AS_NEW,Bruxelles,Bruxelles-capitale
7992,1700,HOUSE,VILLA,545000,4,303,1,0,0,1,22.0,0,None,777.0,4,0,TO_RENOVATE,Brabant_Flamand,Region Flamande
7993,8200,APARTMENT,APARTMENT,269000,1,69,1,0,0,1,1.0,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
7994,9300,APARTMENT,APARTMENT,219000,2,85,0,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
7995,9230,HOUSE,HOUSE,429000,3,205,1,0,0,1,None,0,None,376.0,4,0,AS_NEW,Flandre-Orientale,Region Flamande
7996,1480,HOUSE,HOUSE,230000,3,148,1,0,0,1,87.0,1,382.0,522.0,3,0,TO_RENOVATE,Brabant_Wallon,Region Wallonne
7997,8300,APARTMENT,DUPLEX,825000,2,105,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
7998,1050,HOUSE,EXCEPTIONAL_PROPERTY,2750000,6,668,1,0,0,1,30.0,1,500.0,690.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
8000,3190,APARTMENT,DUPLEX,238500,1,92,1,0,0,0,None,0,None,0.0,3,0,JUST_RENOVATED,Brabant_Flamand,Region Flamande
8001,7332,HOUSE,HOUSE,205000,3,120,1,0,0,0,None,0,None,0.0,3,0,any_information,Hainaut,Region Wallonne
8003,5530,APARTMENT,APARTMENT,185000,2,110,0,0,0,1,15.0,1,400.0,0.0,4,0,AS_NEW,Namur,Region Wallonne
8004,5000,APARTMENT,FLAT_STUDIO,119000,0,40,1,0,0,0,None,0,None,0.0,2,0,GOOD,,Region Wallonne
8005,8430,APARTMENT,FLAT_STUDIO,120000,0,25,1,0,0,1,5.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
8006,1050,HOUSE,HOUSE,1375000,6,427,1,0,1,1,50.0,1,300.0,508.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
8007,1180,APARTMENT,APARTMENT,1100000,3,166,1,0,0,1,52.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
8008,8432,HOUSE,HOUSE,299000,3,126,1,0,0,0,None,0,None,198.0,0,0,any_information,Flandre-Occidentale,Region Flamande
8009,8930,APARTMENT,PENTHOUSE,329000,3,137,1,0,0,1,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
8010,1030,APARTMENT,APARTMENT,370000,2,117,0,0,0,0,None,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
8012,4000,HOUSE,HOUSE,139000,2,90,1,0,0,1,15.0,1,75.0,183.0,2,0,GOOD,,Region Wallonne
8013,9255,HOUSE,HOUSE,325000,5,199,1,0,0,0,None,1,None,334.0,2,0,TO_BE_DONE_UP,Flandre-Orientale,Region Flamande
8014,8790,HOUSE,HOUSE,329000,2,126,1,0,0,1,13.0,0,None,126.0,4,0,AS_NEW,Flandre-Occidentale,Region Flamande
8015,8430,APARTMENT,APARTMENT,175000,2,75,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
8016,3300,APARTMENT,APARTMENT,365000,3,131,1,0,0,1,26.0,1,43.0,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
8017,9700,HOUSE,HOUSE,199000,4,280,0,0,0,1,None,1,None,328.0,0,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
8018,7860,HOUSE,COUNTRY_COTTAGE,595000,7,375,1,0,1,0,None,0,None,6120.0,4,0,GOOD,Hainaut,Region Wallonne
8019,1080,APARTMENT,APARTMENT,299000,2,120,1,0,0,1,12.0,0,None,0.0,3,0,AS_NEW,Bruxelles,Bruxelles-capitale
8020,1180,APARTMENT,APARTMENT,640000,4,190,1,0,0,1,26.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
8021,1330,HOUSE,VILLA,780000,3,250,1,0,0,1,None,0,None,2442.0,4,0,AS_NEW,Brabant_Wallon,Region Wallonne
8022,9620,HOUSE,HOUSE,430000,3,300,1,0,0,1,None,1,770.0,900.0,3,0,GOOD,Flandre-Orientale,Region Flamande
8023,7141,HOUSE,HOUSE,149000,5,191,0,0,0,1,None,0,None,0.0,4,0,TO_RENOVATE,Hainaut,Region Wallonne
8025,2860,HOUSE,HOUSE,389500,2,176,1,0,0,0,None,1,None,342.0,4,0,GOOD,Anvers,Region Flamande
8026,2580,HOUSE,HOUSE,239000,2,120,1,0,0,0,None,0,None,196.0,3,0,TO_RENOVATE,Anvers,Region Flamande
8027,2870,HOUSE,HOUSE,214000,3,148,1,0,0,1,None,1,None,120.0,2,0,GOOD,Anvers,Region Flamande
8028,8950,HOUSE,HOUSE,155000,2,392,0,0,0,1,15.0,1,318.0,392.0,1,0,JUST_RENOVATED,Flandre-Occidentale,Region Flamande
8029,6700,HOUSE,HOUSE,280000,2,539,0,0,0,0,None,1,None,1738.0,3,0,TO_RENOVATE,Luxembourg,Region Wallonne
8030,1420,HOUSE,VILLA,350000,3,120,1,0,0,1,15.0,1,None,1200.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
8031,7050,APARTMENT,FLAT_STUDIO,125000,0,48,1,0,0,1,4.0,0,None,0.0,0,0,any_information,Hainaut,Region Wallonne
8032,2870,APARTMENT,APARTMENT,249778,2,90,0,0,0,1,17.0,1,15.0,0.0,0,0,any_information,Anvers,Region Flamande
8033,8300,APARTMENT,GROUND_FLOOR,5300000,4,172,1,0,0,1,None,1,350.0,0.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
8034,1030,APARTMENT,APARTMENT,245000,1,70,1,0,0,1,15.0,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
8035,9300,HOUSE,HOUSE,220000,2,130,1,0,0,1,None,0,None,107.0,2,0,TO_RENOVATE,Flandre-Orientale,Region Flamande
8036,9000,APARTMENT,APARTMENT,715000,4,161,0,0,0,1,None,0,None,0.0,0,0,any_information,,Region Wallonne
8037,5030,HOUSE,HOUSE,299999,3,140,1,1,0,1,None,1,40.0,180.0,3,0,AS_NEW,Namur,Region Wallonne
8039,3390,HOUSE,HOUSE,371450,4,165,0,0,0,0,None,0,None,473.0,3,0,any_information,Brabant_Flamand,Region Flamande
8040,9870,APARTMENT,APARTMENT,190000,2,90,0,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
8041,4030,HOUSE,APARTMENT_BLOCK,295000,3,170,0,0,0,0,None,0,None,153.0,3,0,TO_BE_DONE_UP,Liege,Region Wallonne
8042,1050,APARTMENT,APARTMENT,495000,2,90,1,0,0,1,None,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
8043,2140,APARTMENT,APARTMENT,319000,2,105,1,0,0,1,18.0,0,None,0.0,2,0,AS_NEW,Anvers,Region Flamande
8044,8470,HOUSE,VILLA,275000,4,227,1,0,0,1,None,1,None,597.0,0,0,TO_RENOVATE,Flandre-Occidentale,Region Flamande
8045,1180,HOUSE,HOUSE,690000,4,250,1,0,0,1,25.0,1,150.0,100.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
8046,9980,HOUSE,HOUSE,329000,3,235,0,0,0,0,None,0,None,391.0,3,0,any_information,Flandre-Orientale,Region Flamande
8047,9420,HOUSE,HOUSE,229000,2,155,1,0,0,0,None,0,None,220.0,0,0,TO_BE_DONE_UP,Flandre-Orientale,Region Flamande
8048,1190,APARTMENT,APARTMENT,240000,1,56,1,0,0,1,2.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
8049,2830,HOUSE,HOUSE,477000,5,170,1,0,0,0,None,1,255.0,969.0,4,0,TO_RENOVATE,Anvers,Region Flamande
8051,1030,HOUSE,HOUSE,325000,5,178,0,0,0,1,12.0,0,None,50.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
8052,9630,HOUSE,HOUSE,275000,3,140,1,0,0,1,None,0,None,264.0,0,0,any_information,Flandre-Orientale,Region Flamande
8053,6181,HOUSE,VILLA,219000,4,180,0,0,0,0,None,0,None,815.0,3,0,AS_NEW,Hainaut,Region Wallonne
8054,9120,APARTMENT,APARTMENT,311500,2,111,1,0,0,1,27.0,0,None,0.0,4,0,any_information,Flandre-Orientale,Region Flamande
8055,1040,APARTMENT,PENTHOUSE,395000,2,108,1,0,0,1,12.0,0,None,0.0,3,0,GOOD,Bruxelles,Bruxelles-capitale
