,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
31250,9620,HOUSE,HOUSE,139000,2,,0,0,0,0,,0,,60,,0,
31252,8310,HOUSE,HOUSE,365000,3,,1,0,0,1,,0,,0,,0,
31254,5002,HOUSE,HOUSE,220000,3,100,0,0,0,0,,1,395,395,3,0,GOOD
31256,8434,APARTMENT,APARTMENT,225000,2,56,1,1,0,1,,0,,,,0,AS_NEW
31258,2222,HOUSE,HOUSE,250000,4,,0,0,0,0,,0,,6499,4,0,
31260,8400,APARTMENT,FLAT_STUDIO,299000,2,62,1,0,0,1,22,0,,,4,0,
31262,1000,APARTMENT,APARTMENT,465000,2,111,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP
31264,2610,APARTMENT,DUPLEX,249000,2,100,1,0,0,1,10,0,,,,0,AS_NEW
31266,2200,HOUSE,VILLA,907500,3,222,1,0,0,1,,1,,2613,4,0,
31268,2970,APARTMENT,GROUND_FLOOR,345000,3,100,1,0,0,1,14,1,42,,3,0,AS_NEW
31270,3920,APARTMENT,APARTMENT,379000,4,177,1,0,0,1,23,0,,,2,0,
31272,9300,APARTMENT,APARTMENT,198500,1,72,0,0,0,1,14,1,,,,0,
31274,4102,HOUSE,HOUSE,144500,4,155,1,1,0,1,15,1,90,225,2,0,GOOD
31276,9230,HOUSE,HOUSE,417569,3,,1,0,0,0,,1,,504,3,0,
31278,1030,HOUSE,HOUSE,279000,4,126,1,0,0,0,,0,,130,2,0,TO_BE_DONE_UP
31280,6700,HOUSE,APARTMENT_BLOCK,780000,0,360,0,0,0,0,,0,,0,2,0,AS_NEW
31282,8470,APARTMENT,APARTMENT,568000,0,,0,0,0,0,,0,,,2,0,TO_RENOVATE
31284,1400,APARTMENT,GROUND_FLOOR,325000,3,110,1,0,0,1,40,0,,,2,0,JUST_RENOVATED
31286,2300,HOUSE,HOUSE,170000,4,,0,0,0,0,,0,,219,2,0,
31288,2000,APARTMENT,LOFT,995000,2,238,1,0,1,1,39,1,39,,2,0,AS_NEW
31290,1470,HOUSE,HOUSE,995000,8,375,1,0,0,1,,0,,2413,4,0,AS_NEW
31292,9300,APARTMENT,APARTMENT,345000,3,185,1,0,0,1,24,0,,,,0,
31294,9600,HOUSE,HOUSE,239500,4,173,1,0,0,1,25,1,85,190,2,0,AS_NEW
31296,1400,APARTMENT,APARTMENT,285000,2,97,1,0,0,1,60,0,,,3,0,AS_NEW
31298,1050,APARTMENT,APARTMENT,780000,2,142,0,0,1,0,,0,,,2,0,JUST_RENOVATED
31300,2350,HOUSE,HOUSE,110000,2,111,0,0,0,0,,0,,370,4,0,TO_BE_DONE_UP
31302,8430,APARTMENT,APARTMENT,199000,1,50,1,0,0,1,,0,,,,0,GOOD
31304,9040,HOUSE,HOUSE,437000,4,190,1,0,0,1,,0,,121,2,0,
31306,1082,HOUSE,VILLA,695000,4,235,1,0,0,1,9,0,,623,4,0,GOOD
31308,4000,HOUSE,HOUSE,690000,8,292,0,0,0,1,5,0,,0,,0,GOOD
31310,9420,HOUSE,HOUSE,299000,3,152,1,0,0,1,,0,,215,3,0,JUST_RENOVATED
31312,8020,APARTMENT,APARTMENT,225000,3,160,1,0,0,1,5,0,,,2,0,GOOD
31314,8400,APARTMENT,FLAT_STUDIO,182000,0,40,1,1,0,0,,0,,,,0,AS_NEW
31316,9051,APARTMENT,APARTMENT,245000,2,83,1,0,0,0,,1,,,,0,AS_NEW
31318,9800,HOUSE,HOUSE,170000,2,,1,0,0,1,,0,,210,,0,
31320,6761,HOUSE,HOUSE,165000,2,100,0,0,0,0,,0,,400,2,0,
31322,3140,APARTMENT,APARTMENT,325000,3,117,0,0,0,1,,1,,,,0,
31324,8770,APARTMENT,APARTMENT,230000,2,88,0,0,0,1,9,0,,,4,0,
31326,9910,HOUSE,VILLA,299000,3,,1,0,0,1,,0,,0,,0,GOOD
31328,8560,APARTMENT,SERVICE_FLAT,169000,1,,0,0,0,1,,0,,,,0,
31330,4500,HOUSE,HOUSE,210000,2,114,1,0,0,1,,1,413,483,4,0,AS_NEW
31332,1180,HOUSE,HOUSE,370000,3,270,1,0,0,1,25,0,,190,3,0,TO_BE_DONE_UP
31334,9800,APARTMENT,GROUND_FLOOR,272000,2,96,1,0,0,0,,1,,,2,0,
31336,5550,HOUSE,APARTMENT_BLOCK,215000,5,350,0,0,0,1,,0,,135,3,0,GOOD
31338,1070,APARTMENT,APARTMENT,239000,2,79,1,0,0,1,12,1,500,,2,0,AS_NEW
31340,1800,APARTMENT,DUPLEX,314500,3,100,1,0,0,1,8,0,,,,0,AS_NEW
31342,1000,APARTMENT,FLAT_STUDIO,195000,0,30,1,1,0,0,,0,,,,0,
31344,1640,HOUSE,HOUSE,1090000,4,230,1,0,1,1,25,1,,1262,4,0,GOOD
31346,1410,HOUSE,VILLA,585000,5,222,1,0,0,1,22,0,,924,4,0,AS_NEW
31348,1000,HOUSE,HOUSE,980000,5,300,0,0,0,1,15,0,,180,2,0,GOOD
31350,1000,HOUSE,APARTMENT_BLOCK,3800000,0,1425,1,0,0,1,,0,,0,2,0,TO_BE_DONE_UP
31352,8400,HOUSE,HOUSE,309000,3,155,1,0,0,1,,0,,138,,0,GOOD
31354,8470,APARTMENT,DUPLEX,225000,2,99,1,0,0,1,7,0,,,,0,GOOD
31356,8430,APARTMENT,APARTMENT,457000,3,125,0,0,0,1,,1,,,,0,
31358,7800,HOUSE,HOUSE,159000,3,135,1,0,0,0,,0,,150,2,0,GOOD
31360,4430,APARTMENT,APARTMENT,187500,2,99,1,0,0,1,8,0,,,,0,
31362,1831,APARTMENT,APARTMENT,225000,1,86,1,0,0,1,7,0,,,,0,AS_NEW
31364,2220,HOUSE,HOUSE,444100,3,217,1,0,0,0,,0,,938,4,0,AS_NEW
31366,1050,APARTMENT,APARTMENT,385000,2,80,1,0,0,0,,0,,,2,0,
31368,7181,APARTMENT,APARTMENT,140000,1,41,1,0,0,0,,0,,,,0,AS_NEW
31370,4610,APARTMENT,GROUND_FLOOR,165000,2,75,1,0,0,0,,0,,,2,0,GOOD
31372,9060,HOUSE,EXCEPTIONAL_PROPERTY,695000,3,400,1,0,1,1,,1,,4320,4,0,GOOD
31374,1050,APARTMENT,APARTMENT,695000,3,225,1,0,1,1,,1,1200,,4,0,AS_NEW
31376,9400,HOUSE,HOUSE,170000,2,,1,0,0,1,,0,,248,2,0,TO_RENOVATE
31378,6240,HOUSE,HOUSE,199000,5,190,1,0,0,1,,0,,370,2,0,GOOD
31380,1703,APARTMENT,APARTMENT,275688,2,98,1,0,0,1,8,0,,,,0,AS_NEW
31382,1050,APARTMENT,APARTMENT,980000,2,210,1,0,0,1,,0,,,,0,TO_BE_DONE_UP
31384,9420,HOUSE,BUNGALOW,209000,3,140,1,0,0,1,,1,120,362,3,0,GOOD
31386,9970,HOUSE,HOUSE,315000,3,200,1,0,0,0,,1,,1200,,0,
31388,8300,HOUSE,VILLA,1875000,8,350,1,0,0,1,,1,,270,3,0,AS_NEW
31390,9000,APARTMENT,APARTMENT,279000,1,70,1,0,0,1,20,0,,,3,0,AS_NEW
31392,2620,HOUSE,MANSION,695000,5,444,1,0,1,0,,1,150,397,2,0,GOOD
31394,1470,APARTMENT,GROUND_FLOOR,150000,1,51,1,0,0,1,7,1,6929,,4,1,AS_NEW
31396,8780,APARTMENT,APARTMENT,229900,1,71,0,0,0,1,,1,,,,0,
31398,9600,APARTMENT,LOFT,262000,2,132,1,0,0,1,45,0,,,2,0,AS_NEW
31400,1150,HOUSE,HOUSE,1340000,5,335,1,0,0,1,50,0,,0,3,0,AS_NEW
31402,4620,APARTMENT,APARTMENT,229000,2,97,0,0,0,1,5,0,,,,0,
31404,3140,HOUSE,BUNGALOW,625000,4,190,1,0,0,1,31,1,1350,1500,4,0,GOOD
31406,1390,HOUSE,VILLA,485000,5,227,1,0,0,1,,1,3770,3770,4,0,GOOD
31408,8870,HOUSE,HOUSE,375000,2,229,1,0,0,1,,0,,342,,0,GOOD
31410,2900,APARTMENT,APARTMENT,152000,3,105,0,0,0,1,,0,,,2,0,TO_BE_DONE_UP
31412,9500,HOUSE,HOUSE,115000,3,,0,0,0,0,,0,,211,2,0,
31414,1970,HOUSE,HOUSE,585000,4,165,1,0,0,1,30,1,100,309,3,0,GOOD
31416,1200,APARTMENT,DUPLEX,200000,3,,0,0,0,0,,0,,,,0,
31418,9940,APARTMENT,APARTMENT,310000,3,118,1,0,0,1,11,1,,,2,0,AS_NEW
31420,8300,APARTMENT,DUPLEX,695000,2,,1,0,0,0,,0,,,,0,
31422,1000,APARTMENT,APARTMENT,445000,1,90,1,1,0,1,11,0,,,4,0,AS_NEW
31424,8430,APARTMENT,APARTMENT,325000,2,76,0,1,0,0,,0,,,,0,
31426,2018,APARTMENT,DUPLEX,445000,3,146,1,0,0,1,3,1,21,,2,0,JUST_RENOVATED
31428,1180,APARTMENT,APARTMENT,440000,2,97,1,0,0,1,16,0,,,,0,
31430,1000,HOUSE,MIXED_USE_BUILDING,5200000,41,2049,1,0,0,1,70,1,198,1988,4,0,AS_NEW
31432,4102,HOUSE,HOUSE,69500,1,68,1,0,0,1,25,1,267,350,,0,
31434,1050,APARTMENT,APARTMENT,839000,3,227,1,0,1,1,30,1,90,,2,0,AS_NEW
31436,6030,HOUSE,HOUSE,99000,4,136,1,0,0,0,,0,,60,2,0,JUST_RENOVATED
31438,6600,HOUSE,HOUSE,220000,4,,1,0,0,0,,0,,62,2,0,JUST_RENOVATED
31440,9451,APARTMENT,APARTMENT,225000,2,129,0,0,0,0,,0,,,,0,AS_NEW
31442,2400,APARTMENT,APARTMENT,227000,2,96,1,0,0,1,9,1,,,4,0,
31444,1050,APARTMENT,APARTMENT,597100,2,107,0,0,0,1,11,0,,,,0,
31446,3050,APARTMENT,APARTMENT,485000,2,140,1,0,1,1,,1,150,,,0,JUST_RENOVATED
31448,7080,HOUSE,HOUSE,300000,2,110,1,0,0,1,,0,,897,4,0,GOOD
31450,3010,HOUSE,HOUSE,380000,3,124,1,0,0,1,9,1,200,330,2,0,GOOD
31452,3200,HOUSE,HOUSE,250000,3,,1,0,0,0,,0,,640,3,0,
31454,5300,HOUSE,HOUSE,149000,3,218,1,0,0,0,,0,,492,2,0,JUST_RENOVATED
31456,9050,HOUSE,HOUSE,212500,4,131,1,0,0,0,,0,,0,2,0,TO_BE_DONE_UP
31458,4040,HOUSE,HOUSE,40000,3,250,0,0,0,0,,1,1000,1200,,0,
31460,9000,APARTMENT,APARTMENT,275000,1,76,1,0,0,1,25,0,,,,0,
31462,8800,HOUSE,HOUSE,410000,3,150,1,0,0,0,,1,,616,,0,AS_NEW
31464,1160,APARTMENT,APARTMENT,265000,1,65,1,0,0,1,2,0,,,2,0,GOOD
31466,1970,APARTMENT,APARTMENT,359000,2,93,1,0,0,1,48,0,,,,0,AS_NEW
31468,8670,APARTMENT,SERVICE_FLAT,327500,1,55,0,0,0,0,,0,,,,0,
31470,8300,HOUSE,HOUSE,795000,3,180,0,0,0,0,,1,,276,,0,JUST_RENOVATED
31472,7340,HOUSE,HOUSE,40000,2,96,0,0,0,0,,0,,60,2,0,TO_RENOVATE
31474,8490,HOUSE,HOUSE,439000,4,223,1,0,0,0,,0,,0,2,0,JUST_RENOVATED
31476,8370,APARTMENT,APARTMENT,285000,2,95,1,0,0,0,,0,,,,0,GOOD
31478,6060,HOUSE,HOUSE,140000,3,116,1,0,0,0,,1,330,401,3,0,GOOD
31480,2550,APARTMENT,APARTMENT,661500,3,186,1,0,0,1,40,0,,,,0,
31482,6280,HOUSE,HOUSE,175000,3,140,0,0,0,1,10,0,,79,3,0,
31484,1740,HOUSE,HOUSE,430000,3,152,1,0,0,1,22,1,515,515,,0,
31486,9400,APARTMENT,APARTMENT,227000,2,90,1,0,0,1,11,0,,,,0,AS_NEW
31488,6890,HOUSE,HOUSE,279000,3,164,1,0,0,1,32,1,,269,2,0,AS_NEW
31490,8300,APARTMENT,APARTMENT,1600000,3,169,1,0,0,1,,0,,,2,0,GOOD
31492,4000,HOUSE,APARTMENT_BLOCK,690000,8,292,0,0,0,1,5,0,,0,,0,GOOD
31494,4030,HOUSE,HOUSE,115000,3,,0,0,0,1,5,1,65,200,4,0,TO_RENOVATE
31496,2321,HOUSE,HOUSE,175000,3,,0,0,0,0,,0,,678,4,0,TO_RENOVATE
31498,5377,APARTMENT,APARTMENT,227500,4,171,1,0,0,0,,1,54515,,,0,GOOD
31500,1050,APARTMENT,DUPLEX,795000,4,206,1,0,1,1,55,1,250,,3,0,GOOD
31502,1000,APARTMENT,APARTMENT,249000,2,72,1,1,0,1,5,0,,,2,0,
31504,9500,HOUSE,MIXED_USE_BUILDING,299000,3,200,0,0,0,1,120,1,60,329,2,0,TO_BE_DONE_UP
31506,8300,HOUSE,EXCEPTIONAL_PROPERTY,719000,3,135,1,0,0,1,4,0,,45,2,0,GOOD
31508,1653,HOUSE,HOUSE,995000,4,300,1,0,0,1,,0,,2376,4,0,GOOD
31510,9260,HOUSE,HOUSE,349000,4,175,1,0,0,1,,0,,3070,4,0,
31512,1700,APARTMENT,DUPLEX,239000,1,78,1,0,0,0,,0,,,2,0,GOOD
31514,9300,APARTMENT,APARTMENT,169000,2,82,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP
31516,9600,APARTMENT,APARTMENT,234500,1,82,1,0,0,1,11,0,,,,0,AS_NEW
31518,9800,APARTMENT,APARTMENT,272000,2,96,1,0,0,0,,1,,,2,0,
31520,4210,HOUSE,HOUSE,375000,2,210,1,0,1,1,,1,2800,3062,3,0,AS_NEW
31522,8830,HOUSE,HOUSE,245000,3,131,1,0,0,1,,1,1,672,,0,GOOD
31524,1930,APARTMENT,APARTMENT,225000,2,89,1,0,0,1,8,0,,,2,0,GOOD
31526,1040,APARTMENT,APARTMENT,295000,2,95,1,0,0,1,6,0,,,2,0,AS_NEW
31528,2100,APARTMENT,APARTMENT,195000,2,85,1,0,0,1,2,0,,,2,0,JUST_RENOVATED
31530,1495,HOUSE,HOUSE,585000,5,350,1,0,0,1,15,1,,763,2,0,AS_NEW
31532,8510,HOUSE,HOUSE,218000,4,,1,0,0,0,,0,,399,3,0,
31534,1000,APARTMENT,APARTMENT,235000,1,55,1,0,0,1,12,0,,,2,0,GOOD
31536,1470,APARTMENT,APARTMENT,165000,2,60,1,0,0,0,,0,,,,0,AS_NEW
31538,3360,APARTMENT,PENTHOUSE,485000,3,127,0,0,0,1,,0,,,,0,AS_NEW
31540,8820,APARTMENT,APARTMENT,339000,5,237,1,0,0,0,,0,,,,0,TO_BE_DONE_UP
31542,8380,HOUSE,HOUSE,315000,3,118,1,0,0,1,12,0,,112,,0,AS_NEW
31544,4500,APARTMENT,APARTMENT,188000,2,80,0,0,0,1,5,0,,,2,0,
31546,1800,HOUSE,MANSION,395000,4,215,1,0,0,0,,0,,200,2,0,TO_BE_DONE_UP
31548,9400,APARTMENT,APARTMENT,140000,1,55,1,0,0,1,20,1,85,,2,0,GOOD
31550,1200,APARTMENT,DUPLEX,200000,4,,0,0,0,0,,0,,,,0,
31552,8301,HOUSE,HOUSE,270000,4,184,1,0,0,0,,0,,0,2,0,TO_RENOVATE
31554,1310,HOUSE,VILLA,1100000,4,343,0,0,1,1,,0,,1860,4,0,GOOD
31556,6210,APARTMENT,GROUND_FLOOR,150000,1,51,1,0,0,1,7,1,6929,,4,1,AS_NEW
31558,1150,HOUSE,EXCEPTIONAL_PROPERTY,3800000,7,600,1,0,0,1,2,0,,1390,4,1,AS_NEW
31560,8300,HOUSE,HOUSE,695000,3,155,1,0,0,1,,0,,0,2,0,AS_NEW
31562,4280,HOUSE,HOUSE,169000,4,183,0,0,0,0,,1,437,608,4,0,TO_RENOVATE
31564,1170,APARTMENT,APARTMENT,695000,3,225,1,0,1,1,,1,1200,,4,0,AS_NEW
31566,9140,APARTMENT,APARTMENT,165000,2,83,1,0,0,0,,0,,,3,0,TO_BE_DONE_UP
31568,8470,HOUSE,HOUSE,199000,3,110,1,0,0,0,,0,,320,3,0,TO_RENOVATE
31570,1050,APARTMENT,APARTMENT,1050000,2,161,1,0,0,1,6,0,,,2,0,AS_NEW
31572,2220,HOUSE,HOUSE,444100,3,217,1,0,0,0,,0,,993,4,0,AS_NEW
31574,4032,APARTMENT,APARTMENT,180000,2,75,1,1,0,1,10,0,,,2,0,JUST_RENOVATED
31576,9988,HOUSE,HOUSE,315000,3,186,1,0,0,1,28,1,,236,,0,
31578,6150,HOUSE,HOUSE,171500,3,191,1,0,0,0,,1,1,430,3,0,AS_NEW
31580,9300,HOUSE,HOUSE,485000,4,215,1,0,0,1,,0,,736,3,0,GOOD
31582,9500,HOUSE,VILLA,698000,3,500,1,0,0,1,,0,,2345,4,1,GOOD
31584,2970,HOUSE,VILLA,1980000,4,700,1,0,1,0,,1,3016,3016,4,0,AS_NEW
31586,1703,APARTMENT,APARTMENT,282353,2,97,1,0,0,1,6,0,,,,0,AS_NEW
31588,6220,HOUSE,HOUSE,99000,5,168,1,0,0,0,,0,,0,2,0,TO_RENOVATE
31590,2170,APARTMENT,APARTMENT,140000,1,54,1,0,1,0,,0,,,2,0,TO_BE_DONE_UP
31592,9800,HOUSE,HOUSE,485000,3,160,0,0,0,0,,0,,0,,0,
31594,8790,APARTMENT,APARTMENT,233500,2,86,1,0,0,0,,1,,,2,0,GOOD
31596,1790,APARTMENT,DUPLEX,280000,2,101,1,0,0,1,13,0,,,3,0,AS_NEW
31598,2400,HOUSE,HOUSE,259000,3,,0,0,0,0,,0,,1450,,0,TO_RENOVATE
31600,2400,HOUSE,HOUSE,155000,2,148,0,0,0,1,,0,,1173,3,0,
31602,1000,APARTMENT,DUPLEX,335000,3,129,1,0,0,1,9,0,,,2,0,GOOD
31604,8300,APARTMENT,APARTMENT,1250000,3,140,0,0,0,1,32,0,,,2,0,AS_NEW
31606,6670,HOUSE,HOUSE,100000,3,,0,0,0,0,,1,,364,,0,TO_BE_DONE_UP
31608,8750,HOUSE,VILLA,595000,3,275,1,0,0,1,60,1,195,441,4,0,AS_NEW
31610,8500,APARTMENT,APARTMENT,485000,5,,1,0,0,0,,0,,,3,0,GOOD
31612,8870,HOUSE,HOUSE,220000,3,163,0,0,0,0,,1,,191,3,0,
31614,9160,APARTMENT,DUPLEX,322000,3,119,1,0,0,0,,1,,,,0,AS_NEW
31616,1932,APARTMENT,APARTMENT,239000,2,88,1,0,0,1,,0,,,,0,TO_BE_DONE_UP
31618,1460,HOUSE,HOUSE,42000,1,61,0,0,0,0,,0,,194,,0,TO_RENOVATE
31620,8770,APARTMENT,APARTMENT,285000,2,110,1,0,0,1,,0,,,,0,AS_NEW
31622,6840,HOUSE,HOUSE,100000,2,153,1,0,0,0,,0,,159,3,0,TO_BE_DONE_UP
31624,8930,HOUSE,HOUSE,195000,3,195,1,0,0,1,,0,,215,2,0,GOOD
31626,7370,HOUSE,HOUSE,140000,2,,1,0,0,1,,0,,219,4,0,GOOD
31628,1050,APARTMENT,APARTMENT,365000,2,102,1,0,0,1,4,0,,,,0,GOOD
31630,1000,HOUSE,HOUSE,825000,3,220,0,0,0,1,50,1,250,0,7,0,JUST_RENOVATED
31632,1150,APARTMENT,GROUND_FLOOR,232500,1,50,1,0,0,1,10,1,10,,,0,GOOD
31634,8200,APARTMENT,APARTMENT,599000,4,225,1,0,0,0,,0,,,2,0,GOOD
31636,8301,APARTMENT,APARTMENT,449000,2,70,1,0,0,1,,1,,,2,0,GOOD
31638,9600,APARTMENT,APARTMENT,149500,2,93,1,0,0,1,6,0,,,4,0,TO_BE_DONE_UP
31640,8020,HOUSE,VILLA,799000,3,,1,0,1,0,,0,,4439,4,0,GOOD
31642,1500,APARTMENT,APARTMENT,344410,2,111,1,0,0,1,,1,114,,2,0,AS_NEW
31644,7160,HOUSE,HOUSE,120000,2,115,0,0,0,1,,0,,0,2,0,TO_BE_DONE_UP
31646,2400,APARTMENT,APARTMENT,228000,2,95,1,0,0,1,9,0,,,4,0,
31648,3140,HOUSE,VILLA,625000,4,190,1,0,0,1,31,1,1350,1500,4,0,GOOD
31650,1050,APARTMENT,APARTMENT,697900,2,127,1,0,0,1,15,0,,,,0,AS_NEW
31652,1082,APARTMENT,DUPLEX,309000,3,120,1,0,0,0,,0,,,2,0,AS_NEW
31654,6061,HOUSE,HOUSE,150000,3,200,1,0,0,1,20,1,180,290,3,0,TO_BE_DONE_UP
31656,8400,APARTMENT,APARTMENT,210000,2,65,1,0,0,0,,0,,,2,0,JUST_RENOVATED
31658,1180,APARTMENT,GROUND_FLOOR,499000,3,130,1,0,0,1,20,1,100,,2,0,TO_BE_DONE_UP
31660,9990,HOUSE,HOUSE,779000,4,332,1,0,0,1,,1,,828,4,0,AS_NEW
31662,7040,HOUSE,HOUSE,175000,3,165,1,0,0,0,,0,,144,3,0,
31664,2840,HOUSE,TOWN_HOUSE,270000,3,146,0,0,0,1,,1,,235,2,0,
31666,1070,HOUSE,MIXED_USE_BUILDING,5200000,41,2049,1,0,0,1,70,1,198,1988,4,0,AS_NEW
31668,1050,APARTMENT,FLAT_STUDIO,240000,0,35,1,0,0,0,,0,,,,0,AS_NEW
31670,4400,APARTMENT,APARTMENT,249000,3,128,1,0,0,1,8,0,,,3,0,GOOD
31672,4970,HOUSE,HOUSE,450000,9,400,1,0,0,0,,1,1300,1500,4,0,
31674,1050,APARTMENT,DUPLEX,950000,4,230,1,0,0,1,10,1,60,,2,0,AS_NEW
31676,1740,HOUSE,HOUSE,435000,3,152,1,0,0,1,22,1,405,405,,0,
31678,6900,HOUSE,HOUSE,279000,4,150,1,0,0,1,30,1,681,681,3,0,GOOD
31680,1790,HOUSE,VILLA,650000,5,,1,0,0,1,,0,,2146,4,0,JUST_RENOVATED
31682,8400,APARTMENT,APARTMENT,229000,2,60,1,1,0,1,2,0,,,2,0,GOOD
31684,1852,HOUSE,EXCEPTIONAL_PROPERTY,725000,4,225,1,0,0,1,40,1,640,1010,4,0,AS_NEW
31686,6940,APARTMENT,APARTMENT,139000,2,108,1,0,0,1,8,0,,,,0,AS_NEW
31688,8434,APARTMENT,APARTMENT,179000,2,56,1,0,0,0,,0,,,1,0,
31690,9000,APARTMENT,APARTMENT,475000,3,130,1,0,1,0,,1,,,2,0,AS_NEW
31692,1050,APARTMENT,APARTMENT,839000,3,227,1,0,1,1,30,1,90,,2,0,AS_NEW
31694,1500,APARTMENT,APARTMENT,238000,2,96,1,0,0,1,15,0,,,2,0,
31696,9300,HOUSE,HOUSE,365000,3,,1,0,0,0,,0,,235,2,0,GOOD
31698,1310,HOUSE,HOUSE,595000,4,240,1,0,0,1,,0,,600,4,0,
31700,9700,HOUSE,BUNGALOW,299000,3,190,1,0,0,1,,1,,311,4,0,TO_RENOVATE
31702,4020,HOUSE,APARTMENT_BLOCK,1050000,16,590,1,0,0,0,,0,,178,3,0,GOOD
31704,1040,APARTMENT,APARTMENT,229000,1,52,1,1,0,1,4,0,,,2,0,AS_NEW
31706,9050,HOUSE,HOUSE,219500,2,93,0,0,0,0,,0,,50,,0,
31708,9690,APARTMENT,APARTMENT,275000,3,108,1,0,0,1,10,0,,,4,0,
31710,1400,APARTMENT,APARTMENT,235000,3,110,1,0,0,1,,0,,,4,0,AS_NEW
31712,8830,HOUSE,VILLA,375000,5,221,1,0,0,1,,1,1,1613,,0,TO_BE_DONE_UP
31714,4500,APARTMENT,APARTMENT,188000,2,80,0,0,0,1,5,0,,,2,0,
31716,1050,APARTMENT,APARTMENT,295000,2,71,1,0,0,1,10,0,,,2,0,GOOD
31718,9800,APARTMENT,APARTMENT,195000,1,60,0,0,0,0,,0,,,2,0,GOOD
31720,9000,APARTMENT,APARTMENT,615000,5,,1,0,0,1,,0,,,,0,
31722,1435,APARTMENT,FLAT_STUDIO,186000,0,46,1,0,0,1,18,1,49,,,0,
31724,6210,APARTMENT,APARTMENT,165000,2,60,1,0,0,0,,0,,,,0,AS_NEW
31726,2830,HOUSE,HOUSE,385000,3,150,1,0,0,1,30,1,280,598,4,0,GOOD
31728,9050,HOUSE,HOUSE,395000,4,183,0,0,0,1,,0,,230,2,0,
31730,8370,APARTMENT,APARTMENT,212000,2,77,0,0,0,1,,0,,,,0,
31732,8780,HOUSE,HOUSE,317500,4,229,1,0,0,1,,1,,1117,,0,GOOD
31734,9300,HOUSE,HOUSE,275000,3,202,1,0,0,1,30,1,450,585,3,0,TO_RENOVATE
31736,4020,APARTMENT,APARTMENT,149000,3,133,1,0,0,0,,0,,,2,0,TO_RENOVATE
31738,2018,HOUSE,MANSION,319000,4,133,1,0,0,1,,0,,0,2,0,GOOD
31740,3000,APARTMENT,KOT,177000,1,19,1,1,0,0,,0,,,2,0,JUST_RENOVATED
31742,1160,APARTMENT,APARTMENT,730000,3,220,1,0,0,1,15,0,,,2,0,AS_NEW
31744,9506,HOUSE,HOUSE,199000,4,,0,0,0,1,,0,,500,,0,AS_NEW
31746,9260,HOUSE,HOUSE,695000,6,409,1,0,0,1,40,1,1400,1679,4,0,
31748,1082,APARTMENT,APARTMENT,185000,1,65,1,0,0,0,,0,,,,0,GOOD
31750,1140,APARTMENT,APARTMENT,100000,1,72,1,0,0,1,,0,,,2,0,GOOD
31752,1020,HOUSE,HOUSE,175000,3,130,0,0,0,0,,1,,135,2,0,GOOD
31754,1050,HOUSE,MANSION,1150000,5,432,1,0,0,1,80,1,38,162,2,0,AS_NEW
31756,2850,HOUSE,HOUSE,175000,3,120,1,0,0,1,,0,,85,2,0,TO_BE_DONE_UP
31758,1000,APARTMENT,APARTMENT,1065000,4,230,1,0,0,1,14,0,,,3,1,AS_NEW
31760,2018,APARTMENT,APARTMENT,235000,1,60,1,0,0,0,,0,,,,0,AS_NEW
31762,8000,HOUSE,HOUSE,450000,3,204,0,0,0,1,,0,,126,,0,
31764,1703,APARTMENT,APARTMENT,285383,2,99,1,0,0,1,7,0,,,,0,AS_NEW
31766,2610,HOUSE,HOUSE,3995000,6,1200,1,0,0,1,258,1,880,2829,3,1,
31768,3500,APARTMENT,PENTHOUSE,1395000,3,,0,0,0,1,285,0,,,,0,
31770,9308,HOUSE,HOUSE,485000,4,215,1,0,0,1,,0,,736,3,0,GOOD
31772,8500,HOUSE,EXCEPTIONAL_PROPERTY,1999000,5,609,1,0,0,1,23,1,4000,4608,,1,AS_NEW
31774,4250,HOUSE,HOUSE,259000,3,,0,0,0,0,,0,,494,3,0,
31776,2060,APARTMENT,APARTMENT,280000,2,125,0,0,0,0,,0,,,3,0,GOOD
31778,4420,HOUSE,HOUSE,119000,2,90,0,0,0,1,15,1,,143,2,0,TO_RENOVATE
31780,4020,HOUSE,APARTMENT_BLOCK,599000,0,382,0,0,0,1,,1,160,281,2,0,TO_RENOVATE
31782,2000,HOUSE,APARTMENT_BLOCK,699000,3,314,1,0,0,1,10,0,,84,2,0,AS_NEW
31784,1500,APARTMENT,APARTMENT,353800,3,,0,0,0,0,,0,,,2,0,GOOD
31786,2018,APARTMENT,APARTMENT,286000,2,77,1,0,1,1,23,0,,,2,0,GOOD
31788,6042,HOUSE,HOUSE,45000,3,92,1,0,0,0,,1,,125,2,0,TO_RENOVATE
31790,1210,APARTMENT,DUPLEX,335000,3,129,1,0,0,1,9,0,,,2,0,GOOD
31792,6600,HOUSE,HOUSE,100000,2,197,0,0,0,0,,1,,408,3,0,TO_RENOVATE
31794,6200,HOUSE,HOUSE,169000,4,163,1,0,0,1,1,0,,90,2,0,AS_NEW
31796,8620,APARTMENT,APARTMENT,369000,2,90,1,0,0,0,,0,,,2,0,AS_NEW
31798,1070,APARTMENT,APARTMENT,269000,3,95,1,0,0,1,8,0,,,2,0,AS_NEW
